id,label,start,end,text,doc_id
10116,event,236,316,heeft u met een beroep op de Wet openbaarheid van bestuur (hierna: Wob) verzocht,160
10117,event,728,788,ontvangst van uw verzoek is schriftelijk bevestigd bij brief,160
10118,event,872,915,is de beslistermijn met vier weken verdaagd,160
10119,event,966,1036,is aan u medegedeeld dat de beslistermijn is opgeschort met twee weken,160
10120,event,1164,1194,heeft u mij in gebreke gesteld,160
10121,event,1228,1267,heeft u mij nogmaals in gebreke gesteld,160
10122,event,1456,1493,bent er over geïnformeerd in de brief,160
10123,event,1528,1677,dat er derde belanghebbenden zijn bij de openbaarmaking van de documenten en dat deze in de gelegenheid zijn gesteld hierover hun zienswijze te geven,160
10753,DATE+,84,92,379 8911,259
10754,c: besluit datum,188,205,13 september 2022,259
10755,DATE+,250,266,19 november 2021,259
10756,c: verzoek datum,370,386,19 november 2021,259
10757,c: verzoek ontvangen,410,426,19 november 2021,259
10758,c: ontvangst verzoek bevestigd,618,634,30 november 2021,259
10759,DATE+,744,759,14 januari 2022,259
10760,DATE+,795,819,downloadlink zeven dagen,259
10762,ID,9,12,259,259
10763,title,25,73,Besluit_Woo-verzoek_inzake_de_eiwittransitie.pdf,259
10764,event,182,187,Datum,259
10765,event,397,406,ontvangen,259
10766,event,428,500,"heeft u het ministerie van Landbouw, Natuur en Voedselkwaliteit gevraagd",259
10767,event,512,540,informatie openbaar te maken,259
10768,event,635,702,heeft u bericht ontvangen dat uw verzoek in goede orde is ontvangen,259
